,id_prodotto,descrizione,cat1,cat2,cat3,iva,pzxcar,um,costo,prezzo_vendita,brand
9075,COD_0CA317A283,barretta ciocco,SCATOLAME DOLCE,"FUORI PASTO DOLCI: CARAMELLE,GOMME,SNACK",SNACK DOLCI,10,9.0,PZ,3.17,4.59,B026
9076,COD_179A238FBB,tavoletta ferrr,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,8.0,PZ,0.92,1.69,B025
9077,COD_3BAF35AE7D,tavoletta bianc,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,8.0,PZ,0.89,1.69,B023
9078,COD_A473080455,barreta cereali,SCATOLAME DOLCE,"FUORI PASTO DOLCI: CARAMELLE,GOMME,SNACK",SNACK DOLCI,10,20.0,PZ,1.55,2.09,B026
9079,COD_B1A69416D0,tavoletta 90gx8,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,"TAVOLETTE, BARRE AL CIOCCOLATO",10,8.0,PZ,0.92,1.69,B023
9086,COD_84E78A13A0,salviette &luna,CURA PERSONA,PRIMA INFANZIA - IGIENE,SALVIETTINE BIMBI,22,9.0,PZ,2.58,3.89,B087
9087,COD_23F78D073F,salviettine &lu,CURA PERSONA,PRIMA INFANZIA - IGIENE,SALVIETTINE BIMBI,22,18.0,PZ,0.54,1.05,B087
9093,COD_49B0CC7160,zuppa carciofi ,FRUTTA E VERDURA,QUINTA GAMMA,PRECOTTI/COTTI,10,1.0,PZ,1.7,2.79,B138
9095,COD_7681B3AFF9,cicoria e patat,FRUTTA E VERDURA,QUINTA GAMMA,PRECOTTI/COTTI,10,1.0,PZ,0.91,1.79,B138
9097,COD_14C91C67E6,2 burger di nas,SURGELATI,SURGELATO SPECIALITÀ,SURGELATI PIATTI PRONTI,10,7.0,PZ,3.54,4.99,B097
9101,COD_D7884C17E7,deo spray cetri,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,1.62,3.0,B122
9102,COD_8975D2B227,deo spray invi.,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,3.13,4.5,B122
9103,COD_3969DBFE97,deo spray invi.,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,2.71,4.1,B122
9104,COD_5285F2C109,deo spray origi,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,1.83,3.2,B122
9105,COD_0FBC73EC48,deo spray pera&,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,2.12,3.5,B122
9106,COD_100FAF57FB,deo spray melog,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,1.5,2.9,B122
9107,COD_44AFBE383F,deo spray talco,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,2.83,4.2,B122
9108,COD_674BCB9BE8,deo spray clean,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,2.55,3.9,B122
9120,COD_71EDB2D483,deo spray fresh,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,2.47,3.89,B122
9121,COD_5ECDCFE8A9,deo spray powde,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,1.35,2.69,B122
9122,COD_6E97F802F7,deo spray class,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,1.24,2.59,B122
9132,COD_96CF3628F0,cialde macinato,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,6.0,PZ,5.87,9.69,B078
9133,COD_9B98E0DAF5,capsule a m.mio,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,4.0,PZ,5.59,10.4,B078
9137,COD_82CABA7BF9,capsule a m.mio,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,8.0,PZ,1.8,4.09,B078
9145,COD_74387E4683,spazzolino sens,CURA PERSONA,IGIENE ORALE,SPAZZOLINI,22,12.0,PZ,1.59,2.85,B132
9146,COD_76D6CCC636,dentifricio kid,CURA PERSONA,IGIENE ORALE,DENTIFRICI,22,12.0,PZ,1.35,2.49,B132
9147,COD_8C0D705598,spazzolino kids,CURA PERSONA,IGIENE ORALE,SPAZZOLINI,22,12.0,PZ,2.42,3.59,B132
9148,COD_853DD4D6FD,spazzolino kit ,CURA PERSONA,IGIENE ORALE,DENTIFRICI,22,10.0,PZ,1.01,2.6,B132
9149,COD_A3E9AF1893,yoga 1l pet,BEVANDE,SUCCHI NETTARI E SPREMUTE,BEVANDE BASE FRUTTA 30-99%,22,6.0,PZ,1.37,1.89,B085
9153,COD_03D9BACBDF,tonno o.o. 65gx,SCATOLAME SALATO,CONSERVE ANIMALI,TONNO SOTT'OLIO,10,12.0,PZ,7.28,9.49,B045
9162,COD_62B5BC9459,trancetti tonno,SCATOLAME SALATO,CONSERVE ANIMALI,TONNO SOTT'OLIO,10,12.0,PZ,0.9,1.69,B045
9163,COD_C0A89BE777,trancetti tonno,SCATOLAME SALATO,CONSERVE ANIMALI,TONNO SOTT'OLIO,10,12.0,PZ,2.4,3.19,B045
9164,COD_D7C67D8449,trancetti tonno,SCATOLAME SALATO,CONSERVE ANIMALI,TONNO SOTT'OLIO,10,12.0,PZ,0.9,1.69,B045
9199,COD_B8040F3EA1,candeggina clas,CURA CASA,CURA TESSUTI,CANDEGGINA,22,4.0,PZ,1.45,2.29,B085
9208,COD_75CAAA1994,omog. 80gx2 4 f,SCATOLAME DOLCE,CIBO INFANZIA,OMOGENEIZZATI,10,12.0,PZ,1.3,1.75,B155
9209,COD_2FCAA89ECE,omog. 80gx2 pru,SCATOLAME DOLCE,CIBO INFANZIA,OMOGENEIZZATI,10,12.0,PZ,0.5,0.95,B155
9210,COD_4F2471154C,omog. 80gx2 mel,SCATOLAME DOLCE,CIBO INFANZIA,OMOGENEIZZATI,10,12.0,PZ,0.7,1.15,B155
9211,COD_67FC652E0A,omog. 80gx2 per,SCATOLAME DOLCE,CIBO INFANZIA,OMOGENEIZZATI,10,12.0,PZ,1.9,2.35,B155
9212,COD_F474C0CE2E,omog. 80gx2 ban,SCATOLAME DOLCE,CIBO INFANZIA,OMOGENEIZZATI,10,12.0,PZ,1.5,1.95,B155
9213,COD_936A7FF8DF,omog. 80gx2 pes,SCATOLAME DOLCE,CIBO INFANZIA,OMOGENEIZZATI,10,12.0,PZ,1.8,2.25,B155
9214,COD_46B43171B7,omog. 80gx2 mel,SCATOLAME DOLCE,CIBO INFANZIA,OMOGENEIZZATI,10,12.0,PZ,0.8,1.25,B155
9216,COD_DDB5E9303D,tonno 65x3 olio,SCATOLAME SALATO,CONSERVE ANIMALI,TONNO SOTT'OLIO,10,32.0,PZ,3.93,4.89,B045
9217,COD_02E1E972D5,tonno o.o. 65x3,SCATOLAME SALATO,CONSERVE ANIMALI,TONNO RICETTATO E CON CONTORNO,10,32.0,PZ,3.89,4.99,B045
9243,COD_1BD85167FA,latte uht ps ba,FRESCHI,LATTICINI UHT ED ASSIMILABILI,LATTE UHT,04,6.0,PZ,0.56,1.19,B035
9263,COD_4BEDADE942,caps x36 a modo,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,10.0,PZ,7.75,13.39,B076
9264,COD_0018D766EE,caps x36 a modo,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,10.0,PZ,8.56,12.99,B076
9276,COD_6416BCBEA5,t5,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,PRALINE E CIOCCOLATINI,10,12.0,PZ,1.82,2.69,B023
9277,COD_35C43E3D84,tea verde 20ffl,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,TEA,10,12.0,PZ,2.61,3.49,B074
9278,COD_8ABDE2CA7D,tea goodnight 1,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,TEA,10,10.0,PZ,2.61,3.89,B074
9321,COD_CD028FD2F8,preparato cucin,FRESCHI,LATTICINI UHT - PANNA E BESCIAMELLA,PANNA UHT,10,24.0,PZ,0.82,1.39,B153
9322,COD_CECFF31BFB,besciamella ' i,FRESCHI,LATTICINI UHT - PANNA E BESCIAMELLA,BESCIAMELLA UHT,10,12.0,PZ,0.7,1.55,B153
9396,COD_D2DC568917,crema pregiata ,SURGELATI,GELATO,GELATI VASCHETTE,10,6.0,PZ,3.49,5.39,B048
9397,COD_CB9E4C9412,dent. bianco qu,CURA PERSONA,IGIENE ORALE,DENTIFRICI,22,6.0,PZ,2.54,4.39,B132
9398,COD_F7A42CFD5A,dent. fresch. q,CURA PERSONA,IGIENE ORALE,DENTIFRICI,22,6.0,PZ,3.12,4.99,B132
9403,COD_EA2DEA965F,bresaola igp s/,FRESCHI,SALUMI BLS,SALUMI AFFETTATI,10,10.0,PZ,3.32,5.09,B144
9404,COD_FC40BAFCF0,stecco gelato c,SURGELATI,GELATO,GELATI MULTIPACK,10,8.0,PZ,1.87,3.39,B023
9446,COD_31FDA6037D,pandorì classic,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,MERENDINE,10,12.0,PZ,1.14,1.99,B022
9447,COD_5CDBFA0647,pandorì crema a,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,MERENDINE,10,12.0,PZ,1.27,2.39,B022
9448,COD_51E231E701,pandorì cioccol,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,MERENDINE,10,12.0,PZ,2.27,3.39,B022
9478,COD_F1A15B52E4,det.liq. 28lav.,CURA CASA,DETERGENZA BUCATO,BUCATO LAVATRICE/BIVALENTI CON AMMORBIDENTE,22,1.0,PZ,5.25,10.79,B086
9485,COD_A8437D8E24,linguine high p,SCATOLAME SALATO,PASTA,ALTRI TIPI DI PASTA,04,12.0,PZ,2.67,3.49,B005
9490,COD_4D64211EE8,mezzi rig.high ,SCATOLAME SALATO,PASTA,ALTRI TIPI DI PASTA,04,12.0,PZ,1.87,2.69,B005
9491,COD_68EE903AEA,ditali rig.high,SCATOLAME SALATO,PASTA,ALTRI TIPI DI PASTA,04,12.0,PZ,1.4,2.49,B005
9495,COD_9D8BE01F7A,tonno oo. g80x3,SCATOLAME SALATO,CONSERVE ANIMALI,TONNO SOTT'OLIO,10,24.0,PZ,4.48,5.39,B045
9504,COD_048A09EDE5,kefircake 100gr,SCATOLAME DOLCE,INGREDIENTI BASE-DOLCE,PREPARATI PER DESSERT,10,6.0,PZ,1.73,2.69,B019
9505,COD_EBFE6A069E,greek caramel 1,SCATOLAME DOLCE,INGREDIENTI BASE-DOLCE,PREPARATI PER DESSERT,10,6.0,PZ,1.83,2.79,B019
9507,COD_0C7A14E0F7,skyramisù 77gr,SCATOLAME DOLCE,INGREDIENTI BASE-DOLCE,PREPARATI PER DESSERT,10,6.0,PZ,0.95,1.89,B019
9508,COD_82AD7DF26D,prepar.per tort,SCATOLAME DOLCE,INGREDIENTI BASE-DOLCE,PREPARATI PER TORTE,10,6.0,PZ,1.68,3.09,B019
9509,COD_E4A231B82D,prepar.torta al,SCATOLAME DOLCE,INGREDIENTI BASE-DOLCE,PREPARATI PER TORTE,10,6.0,PZ,3.31,4.59,B019
9510,COD_F22D4E1284,prepar.torta ch,SCATOLAME DOLCE,INGREDIENTI BASE-DOLCE,PREPARATI PER TORTE,10,6.0,PZ,1.81,3.09,B019
9537,COD_6D2398C9AB,albume d'uovo f,FRESCHI,UOVA FRESCHE,UOVA DI GALLINA,22,6.0,PZ,1.15,2.39,B133
9538,COD_A79BD4C44B,uova all. all'a,FRESCHI,UOVA FRESCHE,UOVA DI GALLINA,10,16.0,PZ,1.4,1.99,B133
9539,COD_55A14C8CD0,25gx6 mini ligh,FRESCHI,FORMAGGI BLS,FRESCHI INDUSTRIALI,04,10.0,PZ,1.9,2.39,B151
9544,COD_43E02A49F0,mozzarella acca,FRESCHI,FORMAGGI BLS,MOZZARELLE,04,12.0,PZ,0.65,1.19,B036
9559,COD_1BD2B66CC3,deo corpo stick,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,3.47,5.69,B122
9560,COD_4F4BF2CECB,deo corpo crema,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,2.48,4.69,B122
9561,COD_06B2179C99,deo corpo crema,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,3.36,5.59,B122
9562,COD_22F975FEB9,deo corpo spray,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,2.48,4.69,B122
9563,COD_76CFF426E1,deo corpo spray,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,3.69,5.89,B122
9564,COD_A21EE0FC79,deo corpo stick,CURA PERSONA,IGIENE PERSONALE,DEODORANTI ANTIODORE PERSONALE,22,6.0,PZ,3.39,5.59,B122
9565,COD_8BD380C29D,dent. w.now 3in,CURA PERSONA,IGIENE ORALE,DENTIFRICI,22,24.0,PZ,2.81,4.99,B132
9566,COD_5BDF600F0C,dent. gengive f,CURA PERSONA,IGIENE ORALE,DENTIFRICI,22,18.0,PZ,3.12,5.29,B132
9567,COD_5AAE816EC1,caps. barista r,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,10.0,PZ,2.56,3.69,B078
9568,COD_E18B9D4899,caps. barista n,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,10.0,PZ,2.75,3.89,B078
9583,COD_A91B601FDB,smacch.millemac,CURA CASA,CURA TESSUTI,TRATT. BUCATO/ASCIUGATURA,22,12.0,PZ,1.37,2.59,B086
9591,COD_34D38E296A,da bere di capr,FRESCHI,LATTE E PANNA FRESCA,KEFIR,10,6.0,PZ,1.36,1.99,B150
9592,COD_53A23D4CA4,di capra al cuc,FRESCHI,LATTE E PANNA FRESCA,KEFIR,10,6.0,PZ,1.42,1.89,B150
9607,COD_8E03ECB051,caps. nobile do,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,4.0,PZ,1.96,3.79,B080
9613,COD_C22AA5332D,caramelle sperl,SCATOLAME DOLCE,"FUORI PASTO DOLCI: CARAMELLE,GOMME,SNACK",CARAMELLE,10,18.0,PZ,1.88,2.49,B076
9615,COD_7B9127ED44,medical cute 25,CURA PERSONA,PARAFARMACEUTICO,MEDICAZIONE PRONTO SOCCORSO,05,12.0,PZ,3.49,4.79,B120
9618,COD_245A8B45E3,acqua frizzante,BEVANDE,ACQUA,ACQUA GASSATA,22,24.0,PZ,-0.15,0.09,B064
9629,COD_F54EAC0577,ristretto shot ,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,12.0,PZ,3.72,4.89,B142
9630,COD_FB5E60AFC7,gran bauletto c,SCATOLAME SALATO,"PANE E SOSTITUTIVI: PANE IND,E CROCCANTI",PANE INDUSTRIALE E MEDIA E LUNGA CONSERVAZIONE,04,6.0,PZ,2.56,3.19,B012
9631,COD_91FB802A86,latte crescita ,SCATOLAME DOLCE,CIBO INFANZIA,LATTE PER L'INFANZIA,10,12.0,PZ,0.93,1.59,B029
9674,COD_0C2C761E9A,tea goodnight d,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,TEA,10,10.0,PZ,2.42,3.59,B074
9675,COD_40CC677731,tea verde f.di ,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,TEA,10,12.0,PZ,1.92,2.79,B074
9695,COD_35C9C241FC,bacetti sacchet,SCATOLAME DOLCE,FUORI PASTO DOLCI CIOCCOLATO E DA GELARE,PRALINE E CIOCCOLATINI,10,16.0,PZ,7.07,11.19,B028
9697,COD_8D4428F4F5,pennoni rigati ,SCATOLAME SALATO,PASTA,PASTA INTEGRALE/FARRO/KAMUT,04,16.0,PZ,1.9,2.39,B005
9698,COD_CD93D48765,mezze penne rig,SCATOLAME SALATO,PASTA,PASTA INTEGRALE/FARRO/KAMUT,04,16.0,PZ,0.91,1.39,B005
9699,COD_2A49E20178,fettuccelle gra,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.68,1.09,B005
9704,COD_273CB05C1F,plus cremoso mi,FRESCHI,LATTE E PANNA FRESCA,KEFIR,10,5.0,PZ,0.71,2.09,B150
9705,COD_EFECBEA89D,kids pouch milk,FRESCHI,LATTE E PANNA FRESCA,KEFIR,10,14.0,PZ,0.77,1.2,B150
9709,COD_CF8D119D18,camomilla regol,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,CAMOMILLA,10,12.0,PZ,2.16,3.19,B075
9711,COD_0D634CBC70,rigatoncello 50,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,0.58,0.99,B005
9712,COD_22244D083C,gnocchetti di z,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.78,2.19,B005
9713,COD_918EC8E279,racchette 500g,SCATOLAME SALATO,PASTA,PASTA DI SEMOLA,04,24.0,PZ,1.48,1.89,B005
9723,COD_8E32ECAB48,tisana namaste ,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,ALTRI INFUSI,10,6.0,PZ,1.68,2.79,B075
9724,COD_1F98ED5973,tisana namaste ,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,ALTRI INFUSI,10,6.0,PZ,1.68,2.79,B075
9725,COD_9219052EFA,tisana namaste ,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE TEA/CAMOMILLA,ALTRI INFUSI,10,6.0,PZ,2.32,3.49,B075
9735,COD_F062532F7C,capsule nespres,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,1.0,PZ,13.59,22.7,B078
9736,COD_8FE2366A1B,cialde espresso,SCATOLAME DOLCE,PREPARATI PER BEV. CALDE: CAFFE',CAFFE' MACINATO,22,1.0,PZ,9.86,16.69,B078
9748,COD_05D64A01B3,vitalis granola,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,CEREALI PRIMA COLAZIONE,10,7.0,PZ,3.67,5.09,B019
9749,COD_3C27E334E5,vitalis granola,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,CEREALI PRIMA COLAZIONE,10,7.0,PZ,2.2,3.89,B019
9764,COD_123B03A82E,fette biscot. 5,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,FETTE BISCOTTATE,04,12.0,PZ,1.78,2.29,B017
9765,COD_6B99462C9E,bisc.osvego al ,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,14.0,PZ,2.2,2.79,B017
9772,COD_768203DBEE,kornetti crema ,SCATOLAME DOLCE,PRODOTTI DA FORNO: MERENDINE E CEREALI,MERENDINE,10,12.0,PZ,2.63,3.69,B023
9793,COD_9B7C54611D,fetta al latte ,FRESCHI,FRESCHI DOLCI,FRESCHI DOLCI MERENDINE,10,8.0,PZ,1.15,1.89,B026
9835,COD_C7B7B07130,bonroll easy pr,MACELLERIA,POLLAME,ELABORATI CRUDI POLLAME,10,8.0,PZ,2.23,5.19,B133
9837,COD_70A24E8EA5,biscotti alvear,SCATOLAME DOLCE,PRODOTTI DA FORNO: BISCOTTI E PASTICCER.,BISCOTTI TRADIZIONALI,10,12.0,PZ,1.42,3.49,B012
9859,COD_161DBE6633,crema solare pr,CURA PERSONA,CORPO MANI PIEDI,SOLARI,22,12.0,PZ,7.6,15.2,B123
9860,COD_0ED00788C2,crema solare ki,CURA PERSONA,CORPO MANI PIEDI,SOLARI,22,12.0,PZ,9.0,16.6,B123
9861,COD_24C849A99C,crema protezion,CURA PERSONA,CORPO MANI PIEDI,SOLARI,22,12.0,PZ,8.22,15.1,B123
9874,COD_7A7921356C,crema solare ki,CURA PERSONA,CORPO MANI PIEDI,SOLARI,22,12.0,PZ,9.3,17.7,B123
9875,COD_062FEC4983,crema solare pr,CURA PERSONA,CORPO MANI PIEDI,SOLARI,22,12.0,PZ,7.85,14.7,B123
